age,job,marital,education,housing,loan,contact,campaign,previous,poutcome,y
31,technician,married,professional.course,no,no,cellular,6,0,nonexistent,no
45,unknown,married,unknown,no,no,telephone,1,0,nonexistent,no
30,blue-collar,married,basic.4y,no,no,cellular,4,1,failure,no
27,services,single,high.school,no,no,cellular,3,0,nonexistent,yes
35,admin.,married,professional.course,no,no,cellular,1,0,nonexistent,no
46,blue-collar,married,basic.9y,yes,no,cellular,2,1,failure,no
34,technician,single,professional.course,yes,no,telephone,2,0,nonexistent,no
32,admin.,single,university.degree,no,yes,cellular,7,0,nonexistent,no
66,retired,single,basic.4y,yes,no,cellular,3,0,nonexistent,yes
32,management,single,university.degree,no,no,cellular,4,0,nonexistent,no
30,self-employed,married,university.degree,yes,no,telephone,20,0,nonexistent,no
46,unknown,married,basic.4y,yes,no,telephone,1,0,nonexistent,no
41,technician,married,basic.6y,yes,no,telephone,2,0,nonexistent,no
30,blue-collar,single,basic.9y,no,no,cellular,1,0,nonexistent,no
46,blue-collar,married,professional.course,no,no,telephone,1,0,nonexistent,no
32,technician,single,professional.course,yes,no,cellular,1,0,nonexistent,no
43,self-employed,single,high.school,no,no,cellular,1,1,failure,no
28,admin.,single,university.degree,yes,no,telephone,3,0,nonexistent,no
45,admin.,married,high.school,yes,no,cellular,8,0,nonexistent,no
45,blue-collar,married,basic.9y,yes,yes,cellular,4,0,nonexistent,no
72,retired,divorced,basic.6y,yes,no,cellular,2,0,nonexistent,yes
51,admin.,married,basic.9y,no,yes,cellular,3,0,nonexistent,no
49,technician,married,professional.course,no,no,cellular,1,0,nonexistent,no
32,admin.,single,university.degree,yes,yes,cellular,2,1,failure,no
33,blue-collar,single,basic.9y,yes,no,cellular,1,0,nonexistent,no
22,blue-collar,married,professional.course,yes,no,cellular,5,0,nonexistent,no
39,technician,married,professional.course,yes,no,cellular,2,0,nonexistent,no
43,management,married,university.degree,yes,yes,cellular,1,0,nonexistent,no
54,self-employed,married,university.degree,no,yes,cellular,1,0,nonexistent,no
30,blue-collar,married,basic.9y,yes,no,cellular,2,1,failure,no
66,retired,unknown,basic.9y,yes,no,cellular,3,2,failure,yes
37,technician,married,professional.course,yes,no,cellular,4,0,nonexistent,no
47,retired,single,basic.6y,yes,yes,cellular,3,0,nonexistent,no
40,admin.,divorced,professional.course,no,no,telephone,2,0,nonexistent,no
32,technician,married,high.school,yes,no,cellular,3,0,nonexistent,no
33,blue-collar,single,basic.9y,no,yes,telephone,5,0,nonexistent,no
56,retired,married,basic.4y,yes,no,cellular,1,0,nonexistent,no
41,admin.,divorced,high.school,no,no,cellular,1,0,nonexistent,no
55,services,married,high.school,no,no,cellular,1,0,nonexistent,no
24,services,married,high.school,no,no,telephone,1,0,nonexistent,no
41,blue-collar,divorced,basic.6y,no,no,telephone,1,0,nonexistent,no
35,management,married,university.degree,no,no,cellular,1,0,nonexistent,no
49,services,married,high.school,no,no,telephone,1,1,failure,no
27,student,single,high.school,yes,no,telephone,9,0,nonexistent,no
41,technician,married,university.degree,yes,no,cellular,2,0,nonexistent,no
55,housemaid,divorced,university.degree,no,no,telephone,1,0,nonexistent,no
38,admin.,single,university.degree,no,no,cellular,1,0,nonexistent,no
34,technician,divorced,unknown,yes,no,telephone,4,0,nonexistent,no
39,admin.,married,university.degree,yes,no,telephone,3,0,nonexistent,no
43,blue-collar,single,unknown,no,no,telephone,3,0,nonexistent,no
42,entrepreneur,married,university.degree,yes,no,cellular,2,0,nonexistent,no
52,technician,married,basic.9y,no,no,telephone,1,0,nonexistent,no
50,technician,married,university.degree,yes,no,cellular,1,0,nonexistent,no
31,management,single,university.degree,no,no,cellular,1,0,nonexistent,no
34,technician,divorced,professional.course,unknown,unknown,telephone,2,0,nonexistent,no
40,technician,single,high.school,no,no,telephone,4,0,nonexistent,no
56,retired,married,basic.4y,no,no,cellular,3,0,nonexistent,no
36,technician,single,unknown,no,no,telephone,6,0,nonexistent,no
43,admin.,married,basic.4y,yes,yes,telephone,8,0,nonexistent,no
43,admin.,married,high.school,yes,no,telephone,2,0,nonexistent,no
47,services,married,basic.6y,yes,no,cellular,3,0,nonexistent,no
41,housemaid,married,basic.4y,yes,no,telephone,1,0,nonexistent,no
48,blue-collar,married,basic.6y,no,no,telephone,1,0,nonexistent,no
58,self-employed,married,university.degree,no,no,cellular,3,0,nonexistent,yes
25,blue-collar,single,basic.9y,yes,no,cellular,3,0,nonexistent,no
40,blue-collar,married,basic.6y,no,no,telephone,1,0,nonexistent,no
44,management,married,university.degree,yes,no,telephone,1,0,nonexistent,no
34,admin.,married,high.school,yes,no,cellular,1,0,nonexistent,no
33,admin.,married,university.degree,no,no,cellular,6,0,nonexistent,no
26,student,single,high.school,no,yes,cellular,1,0,nonexistent,no
38,technician,married,university.degree,no,no,cellular,1,2,failure,yes
48,blue-collar,married,basic.9y,no,no,cellular,1,0,nonexistent,no
38,blue-collar,divorced,unknown,yes,no,telephone,1,0,nonexistent,no
37,admin.,married,university.degree,yes,no,cellular,3,0,nonexistent,no
28,services,married,high.school,no,no,cellular,1,0,nonexistent,no
30,admin.,single,university.degree,no,no,cellular,1,0,nonexistent,yes
27,admin.,single,university.degree,no,no,cellular,3,1,success,yes
35,admin.,single,basic.4y,no,no,telephone,2,0,nonexistent,no
28,blue-collar,married,basic.6y,no,no,cellular,3,0,nonexistent,no
30,management,single,high.school,no,no,cellular,2,0,nonexistent,yes
36,services,divorced,university.degree,no,no,telephone,2,0,nonexistent,no
51,entrepreneur,married,basic.9y,yes,no,telephone,2,0,nonexistent,no
45,blue-collar,married,basic.4y,no,no,telephone,9,0,nonexistent,no
30,blue-collar,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
50,technician,single,basic.4y,yes,no,cellular,5,0,nonexistent,no
41,technician,married,university.degree,no,no,telephone,1,0,nonexistent,no
39,technician,married,professional.course,yes,no,telephone,2,0,nonexistent,no
27,admin.,married,high.school,yes,yes,cellular,4,0,nonexistent,no
34,technician,married,university.degree,no,no,telephone,2,0,nonexistent,no
53,self-employed,divorced,basic.9y,no,no,telephone,1,0,nonexistent,no
56,retired,married,university.degree,no,no,cellular,3,0,nonexistent,no
41,self-employed,single,university.degree,yes,no,telephone,2,0,nonexistent,no
31,admin.,divorced,high.school,yes,no,cellular,1,1,failure,no
31,blue-collar,married,basic.9y,yes,yes,telephone,1,0,nonexistent,no
46,blue-collar,married,basic.4y,yes,no,cellular,4,0,nonexistent,no
32,technician,single,university.degree,yes,no,cellular,2,0,nonexistent,no
49,blue-collar,married,basic.6y,yes,no,telephone,1,0,nonexistent,no
39,admin.,single,high.school,yes,no,telephone,1,0,nonexistent,no
37,blue-collar,single,unknown,no,no,telephone,10,0,nonexistent,no
53,blue-collar,married,basic.9y,no,no,cellular,2,0,nonexistent,no
35,admin.,married,university.degree,yes,yes,telephone,1,0,nonexistent,no
34,blue-collar,married,high.school,yes,no,cellular,1,1,failure,no
37,admin.,married,university.degree,yes,no,cellular,5,0,nonexistent,no
32,technician,single,university.degree,yes,no,cellular,1,0,nonexistent,yes
57,admin.,married,university.degree,no,no,cellular,1,0,nonexistent,no
50,technician,divorced,professional.course,no,no,cellular,2,0,nonexistent,no
35,admin.,married,high.school,no,no,cellular,1,1,success,no
41,admin.,divorced,university.degree,no,no,cellular,1,0,nonexistent,no
31,services,married,basic.9y,yes,no,cellular,2,0,nonexistent,no
47,technician,married,professional.course,yes,no,cellular,1,0,nonexistent,no
29,admin.,married,high.school,no,no,cellular,1,1,failure,yes
36,services,single,basic.6y,yes,yes,telephone,2,0,nonexistent,no
59,retired,married,basic.4y,yes,no,cellular,1,0,nonexistent,no
24,blue-collar,single,basic.4y,no,no,cellular,1,0,nonexistent,no
58,retired,married,university.degree,yes,no,telephone,1,0,nonexistent,no
37,technician,single,university.degree,no,no,cellular,1,0,nonexistent,no
47,technician,single,unknown,no,no,cellular,2,0,nonexistent,no
39,admin.,single,high.school,no,no,telephone,1,0,nonexistent,no
32,admin.,married,high.school,yes,no,telephone,1,0,nonexistent,no
36,services,divorced,professional.course,yes,no,telephone,12,0,nonexistent,no
47,admin.,divorced,high.school,yes,no,cellular,1,0,nonexistent,no
30,technician,single,university.degree,yes,yes,cellular,1,0,nonexistent,no
51,blue-collar,divorced,basic.9y,no,no,cellular,5,1,failure,no
32,admin.,married,high.school,no,no,cellular,8,0,nonexistent,no
45,blue-collar,married,basic.4y,no,no,cellular,1,0,nonexistent,no
37,entrepreneur,married,university.degree,yes,no,telephone,8,0,nonexistent,no
42,retired,married,basic.9y,yes,no,telephone,1,0,nonexistent,no
25,admin.,single,university.degree,yes,yes,cellular,2,0,nonexistent,no
52,blue-collar,married,basic.4y,yes,no,cellular,2,0,nonexistent,yes
32,technician,married,high.school,no,yes,cellular,4,1,failure,no
36,admin.,single,university.degree,yes,no,cellular,1,1,failure,no
48,services,married,basic.4y,no,no,cellular,5,1,failure,no
46,self-employed,single,university.degree,no,no,cellular,1,0,nonexistent,no
43,housemaid,married,basic.4y,no,yes,telephone,1,0,nonexistent,no
30,entrepreneur,single,high.school,yes,no,cellular,5,0,nonexistent,no
49,unemployed,married,basic.4y,yes,yes,cellular,17,0,nonexistent,no
33,technician,married,professional.course,unknown,unknown,cellular,2,0,nonexistent,yes
51,admin.,divorced,professional.course,no,yes,cellular,3,0,nonexistent,no
55,retired,married,professional.course,yes,no,telephone,1,0,nonexistent,no
50,admin.,single,high.school,no,yes,cellular,8,0,nonexistent,yes
30,blue-collar,married,basic.9y,yes,no,cellular,3,0,nonexistent,no
40,services,single,high.school,yes,no,telephone,1,0,nonexistent,no
37,management,single,university.degree,yes,no,cellular,1,0,nonexistent,no
32,blue-collar,married,basic.4y,no,no,cellular,3,1,failure,no
31,admin.,married,high.school,no,no,cellular,2,0,nonexistent,no
89,retired,divorced,basic.4y,no,no,cellular,1,0,nonexistent,yes
38,technician,married,professional.course,yes,yes,telephone,1,0,nonexistent,no
34,entrepreneur,single,university.degree,yes,no,cellular,2,0,nonexistent,no
37,blue-collar,married,basic.6y,yes,no,cellular,1,0,nonexistent,no
58,retired,married,professional.course,yes,no,cellular,1,0,nonexistent,no
44,blue-collar,married,basic.4y,no,yes,cellular,2,0,nonexistent,no
48,blue-collar,married,professional.course,no,yes,cellular,1,0,nonexistent,no
38,technician,single,professional.course,unknown,unknown,cellular,2,0,nonexistent,no
28,blue-collar,married,basic.9y,no,yes,cellular,3,0,nonexistent,no
41,management,divorced,basic.6y,no,no,cellular,1,0,nonexistent,no
25,admin.,single,basic.9y,no,no,cellular,8,0,nonexistent,no
49,management,married,university.degree,no,no,cellular,1,0,nonexistent,no
34,admin.,married,university.degree,no,no,cellular,2,0,nonexistent,no
80,retired,married,illiterate,yes,yes,cellular,1,1,success,yes
45,admin.,married,basic.6y,yes,no,telephone,4,0,nonexistent,no
51,management,married,unknown,yes,yes,telephone,3,0,nonexistent,no
45,blue-collar,married,basic.9y,yes,no,cellular,3,1,failure,no
41,admin.,divorced,university.degree,yes,no,telephone,1,0,nonexistent,no
42,admin.,single,university.degree,no,no,telephone,3,0,nonexistent,no
31,unemployed,married,university.degree,no,no,cellular,3,0,nonexistent,no
54,blue-collar,unknown,basic.6y,no,no,telephone,18,0,nonexistent,no
55,retired,married,basic.4y,yes,no,cellular,1,0,nonexistent,no
41,entrepreneur,divorced,basic.9y,yes,yes,cellular,1,0,nonexistent,no
34,blue-collar,married,basic.9y,no,no,cellular,1,1,failure,no
39,technician,married,university.degree,no,no,cellular,1,0,nonexistent,no
40,admin.,married,university.degree,yes,no,telephone,5,0,nonexistent,no
48,technician,married,unknown,no,no,cellular,1,0,nonexistent,no
46,admin.,divorced,university.degree,yes,no,cellular,1,0,nonexistent,no
41,technician,married,university.degree,unknown,unknown,telephone,10,0,nonexistent,no
57,retired,married,university.degree,yes,no,cellular,11,0,nonexistent,no
33,management,single,university.degree,yes,yes,telephone,2,0,nonexistent,no
31,technician,married,high.school,yes,yes,cellular,1,0,nonexistent,no
55,retired,married,basic.4y,yes,no,cellular,3,0,nonexistent,no
28,services,single,high.school,yes,no,telephone,1,0,nonexistent,no
33,services,married,basic.4y,no,no,telephone,3,0,nonexistent,no
28,services,single,high.school,unknown,unknown,telephone,3,0,nonexistent,no
49,management,married,university.degree,yes,no,cellular,1,0,nonexistent,no
58,retired,married,basic.4y,no,no,cellular,1,0,nonexistent,no
50,technician,married,high.school,yes,no,telephone,1,0,nonexistent,yes
36,housemaid,married,basic.4y,no,no,telephone,2,0,nonexistent,no
53,admin.,married,high.school,no,no,cellular,2,0,nonexistent,no
48,technician,married,university.degree,yes,no,cellular,1,0,nonexistent,no
29,technician,single,university.degree,no,yes,telephone,7,0,nonexistent,no
68,retired,married,basic.4y,yes,no,cellular,3,0,nonexistent,no
23,technician,single,high.school,yes,no,cellular,5,1,failure,no
38,entrepreneur,married,basic.9y,no,no,telephone,1,0,nonexistent,no
27,admin.,single,high.school,yes,yes,cellular,4,0,nonexistent,no
35,self-employed,married,basic.9y,yes,yes,telephone,2,0,nonexistent,no
34,services,married,high.school,no,no,telephone,2,0,nonexistent,no
45,services,single,professional.course,unknown,unknown,telephone,2,0,nonexistent,no
33,blue-collar,married,basic.6y,no,no,cellular,2,0,nonexistent,no
46,admin.,single,university.degree,yes,no,telephone,1,0,nonexistent,no
46,entrepreneur,married,unknown,yes,yes,cellular,2,0,nonexistent,no
33,blue-collar,married,high.school,yes,no,cellular,2,0,nonexistent,no
57,blue-collar,married,basic.4y,no,no,cellular,1,0,nonexistent,no
37,management,divorced,university.degree,no,no,cellular,1,0,nonexistent,no
41,admin.,married,university.degree,yes,no,cellular,5,0,nonexistent,no
36,blue-collar,married,unknown,no,no,telephone,1,0,nonexistent,no
45,unemployed,married,university.degree,yes,no,cellular,3,0,nonexistent,no
30,blue-collar,married,basic.9y,no,yes,telephone,3,0,nonexistent,no
53,services,divorced,basic.9y,no,no,cellular,3,0,nonexistent,no
46,services,divorced,high.school,yes,no,telephone,1,0,nonexistent,no
34,blue-collar,married,basic.6y,yes,no,telephone,2,0,nonexistent,yes
40,admin.,divorced,professional.course,yes,no,telephone,1,0,nonexistent,no
52,admin.,married,university.degree,yes,no,telephone,1,1,failure,no
47,technician,married,professional.course,yes,no,cellular,5,0,nonexistent,no
32,blue-collar,married,basic.9y,no,no,cellular,2,1,success,yes
46,admin.,divorced,university.degree,yes,no,cellular,1,0,nonexistent,no
59,technician,married,university.degree,no,no,telephone,2,0,nonexistent,no
28,blue-collar,single,basic.4y,no,no,cellular,5,0,nonexistent,no
34,technician,married,university.degree,no,no,telephone,2,0,nonexistent,no
55,admin.,married,high.school,no,yes,telephone,1,0,nonexistent,no
44,management,married,basic.9y,no,no,telephone,2,0,nonexistent,no
44,blue-collar,married,basic.6y,yes,no,telephone,3,0,nonexistent,no
62,blue-collar,married,high.school,yes,no,cellular,4,3,success,yes
56,retired,married,basic.4y,no,no,cellular,2,1,failure,no
48,blue-collar,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
30,technician,divorced,basic.9y,yes,yes,cellular,1,0,nonexistent,no
55,admin.,married,high.school,no,yes,telephone,4,0,nonexistent,no
33,blue-collar,single,basic.9y,yes,yes,telephone,2,0,nonexistent,no
22,student,single,high.school,no,yes,cellular,1,2,failure,yes
39,admin.,single,university.degree,yes,no,cellular,2,0,nonexistent,no
38,blue-collar,married,basic.9y,no,no,cellular,1,1,failure,no
29,admin.,single,high.school,no,no,cellular,1,0,nonexistent,yes
31,blue-collar,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
56,admin.,married,university.degree,unknown,unknown,cellular,1,0,nonexistent,no
51,admin.,married,university.degree,yes,no,cellular,1,0,nonexistent,no
41,entrepreneur,divorced,professional.course,yes,yes,cellular,5,0,nonexistent,no
32,management,single,university.degree,yes,yes,cellular,1,0,nonexistent,no
39,admin.,married,university.degree,no,no,cellular,1,0,nonexistent,no
43,technician,single,university.degree,no,yes,telephone,2,0,nonexistent,no
47,blue-collar,married,university.degree,yes,yes,cellular,3,0,nonexistent,no
47,blue-collar,married,high.school,no,no,telephone,2,0,nonexistent,no
30,admin.,single,university.degree,yes,no,cellular,1,0,nonexistent,no
57,blue-collar,divorced,unknown,unknown,unknown,telephone,8,0,nonexistent,no
